Id	TechId	Level	Values	RankNum	Profession	Limits	Consume	OpenRules
2045	412	3	3#47|4#47	3	5	1	1002#5600	411#10
2046	412	4	3#65|4#65	3	5	1	1002#5800	411#10
2047	412	5	3#84|4#84	3	5	1	1002#6100	411#10
2048	412	6	3#105|4#105	3	5	1	1002#6400	411#10
2049	412	7	3#128|4#128	3	5	1	1002#6700	411#10
2050	412	8	3#151|4#151	3	5	1	1002#7000	411#10
2051	412	9	3#176|4#176	3	5	1	1002#7300	411#10
2052	412	10	3#202|4#202	3	5	28	1002#7700	411#10
2053	412	11	3#230|4#230	3	5	28	1002#8100	411#10
2054	412	12	3#258|4#258	3	5	32	1002#8500	411#10
2055	412	13	3#288|4#288	3	5	32	1002#8900	411#10
2056	412	14	3#320|4#320	3	5	32	1002#9300	411#10
2057	412	15	3#352|4#352	3	5	35	1002#9800	411#10
2058	412	16	3#386|4#386	3	5	35	1002#10300	411#10
2059	412	17	3#422|4#422	3	5	36	1002#10800	411#10
2060	412	18	3#458|4#458	3	5	38	1002#11300	411#10
2061	412	19	3#496|4#496	3	5	38	1002#11800	411#10
2062	412	20	3#535|4#535	3	5	40	1002#12400	411#10
2063	412	21	3#576|4#576	3	5	42	1002#13000	411#10
2064	412	22	3#618|4#618	3	5	42	1002#13600	411#10
2065	412	23	3#661|4#661	3	5	44	1002#14200	411#10
2066	412	24	3#705|4#705	3	5	46	1002#14800	411#10
2067	412	25	3#751|4#751	3	5	46	1002#15600	411#10
2068	412	26	3#798|4#798	3	5	48	1002#16400	411#10
2069	412	27	3#847|4#847	3	5	48	1002#17200	411#10
2070	412	28	3#896|4#896	3	5	49	1002#18000	411#10
2071	412	29	3#947|4#947	3	5	50	1002#18800	411#10
2072	412	30	3#1000|4#1000	3	5	0	null	411#10
2073	413	0	3#0|4#0	3	5	1	1002#5000	411#10
2074	413	1	3#14|4#14	3	5	1	1002#5200	411#10
2075	413	2	3#30|4#30	3	5	1	1002#5400	411#10
2076	413	3	3#47|4#47	3	5	1	1002#5600	411#10
2077	413	4	3#65|4#65	3	5	1	1002#5800	411#10
2078	413	5	3#84|4#84	3	5	1	1002#6100	411#10
2079	413	6	3#105|4#105	3	5	1	1002#6400	411#10
2080	413	7	3#128|4#128	3	5	1	1002#6700	411#10
2081	413	8	3#151|4#151	3	5	1	1002#7000	411#10
2082	413	9	3#176|4#176	3	5	1	1002#7300	411#10
2083	413	10	3#202|4#202	3	5	28	1002#7700	411#10
2084	413	11	3#230|4#230	3	5	28	1002#8100	411#10
2085	413	12	3#258|4#258	3	5	32	1002#8500	411#10
2086	413	13	3#288|4#288	3	5	32	1002#8900	411#10
2087	413	14	3#320|4#320	3	5	32	1002#9300	411#10
2088	413	15	3#352|4#352	3	5	35	1002#9800	411#10
2089	413	16	3#386|4#386	3	5	35	1002#10300	411#10
2090	413	17	3#422|4#422	3	5	36	1002#10800	411#10
2091	413	18	3#458|4#458	3	5	38	1002#11300	411#10
2092	413	19	3#496|4#496	3	5	38	1002#11800	411#10
2093	413	20	3#535|4#535	3	5	40	1002#12400	411#10
2094	413	21	3#576|4#576	3	5	42	1002#13000	411#10
2095	413	22	3#618|4#618	3	5	42	1002#13600	411#10
2096	413	23	3#661|4#661	3	5	44	1002#14200	411#10
2097	413	24	3#705|4#705	3	5	46	1002#14800	411#10
2098	413	25	3#751|4#751	3	5	46	1002#15600	411#10
2099	413	26	3#798|4#798	3	5	48	1002#16400	411#10
2100	413	27	3#847|4#847	3	5	48	1002#17200	411#10
2101	413	28	3#896|4#896	3	5	49	1002#18000	411#10
2102	413	29	3#947|4#947	3	5	50	1002#18800	411#10
2103	413	30	3#1000|4#1000	3	5	0	null	411#10
2104	414	0	53#0	3	5	1	1002#12000	412#10
2105	414	1	53#71	3	5	1	1002#15000	412#10
2106	414	2	53#148	3	5	1	1002#18000	412#10
2107	414	3	53#232	3	5	1	1002#21000	412#10
2108	414	4	53#323	3	5	1	1002#24000	412#10
2109	414	5	53#419	3	5	1	1002#30000	412#10
2110	414	6	53#523	3	5	1	1002#36000	412#10
2111	414	7	53#632	3	5	1	1002#42000	412#10
2112	414	8	53#748	3	5	1	1002#51000	412#10
2113	414	9	53#871	3	5	1	1002#60000	412#10
2114	414	10	53#1000	3	5	0	null	412#10
2115	415	0	58#0	3	5	1	1002#12000	413#10
2116	415	1	58#141	3	5	1	1002#15000	413#10
2117	415	2	58#296	3	5	1	1002#18000	413#10
2118	415	3	58#464	3	5	1	1002#21000	413#10
2119	415	4	58#645	3	5	1	1002#24000	413#10
2120	415	5	58#838	3	5	1	1002#30000	413#10
2121	415	6	58#1045	3	5	1	1002#36000	413#10
2122	415	7	58#1264	3	5	1	1002#42000	413#10
2123	415	8	58#1496	3	5	1	1002#51000	413#10
2124	415	9	58#1741	3	5	1	1002#60000	413#10
2125	415	10	58#2000	3	5	0	null	413#10
