Id	propName	propDesc	propIcon
301203	传说格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_chuans_fangyu_03
301204	传说合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_chuans_fangyu_03
302001	战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_put_fangyu_01
302002	生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_put_fangyu_01
302003	格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_put_fangyu_01
302004	合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_put_fangyu_01
302101	稀有战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_xiy_fangyu_02
302102	稀有生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_xiy_fangyu_02
302103	稀有格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_xiy_fangyu_02
302104	稀有合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_xiy_fangyu_02
302201	传说战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_chuans_fangyu_03
302202	传说生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_chuans_fangyu_03
302203	传说格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_chuans_fangyu_03
302204	传说合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_chuans_fangyu_03
303001	战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_put_fangyu_01
303002	生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_put_fangyu_01
303003	格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_put_fangyu_01
303004	合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_put_fangyu_01
303101	稀有战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_xiy_fangyu_02
303102	稀有生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_xiy_fangyu_02
303103	稀有格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_xiy_fangyu_02
303104	稀有合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_xiy_fangyu_02
303201	传说战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_chuans_fangyu_03
303202	传说生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_chuans_fangyu_03
303203	传说格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_chuans_fangyu_03
303204	传说合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_chuans_fangyu_03
304001	战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_put_fangyu_01
304002	生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_put_fangyu_01
304003	格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_put_fangyu_01
304004	合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_put_fangyu_01
304101	稀有战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_xiy_fangyu_02
304102	稀有生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_xiy_fangyu_02
304103	稀有格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_xiy_fangyu_02
304104	稀有合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_xiy_fangyu_02
304201	传说战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_chuans_fangyu_03
304202	传说生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_chuans_fangyu_03
304203	传说格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_chuans_fangyu_03
304204	传说合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_chuans_fangyu_03
305001	战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_put_fangyu_01
305002	生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_put_fangyu_01
305003	格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_put_fangyu_01
305004	合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_put_fangyu_01
305101	稀有战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_xiy_fangyu_02
305102	稀有生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_xiy_fangyu_02
305103	稀有格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_xiy_fangyu_02
305104	稀有合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_xiy_fangyu_02
305201	传说战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_chuans_fangyu_03
305202	传说生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_chuans_fangyu_03
305203	传说格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_chuans_fangyu_03
305204	传说合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_chuans_fangyu_03
306001	战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_put_fangyu_01
306002	生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_put_fangyu_01
306003	格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_put_fangyu_01
306004	合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_put_fangyu_01
306101	稀有战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_xiy_fangyu_02
306102	稀有生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_xiy_fangyu_02
306103	稀有格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_xiy_fangyu_02
306104	稀有合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_xiy_fangyu_02
306201	传说战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_chuans_fangyu_03
306202	传说生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_chuans_fangyu_03
306203	传说格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_chuans_fangyu_03
306204	传说合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_chuans_fangyu_03
307001	战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_put_fangyu_01
307002	生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_put_fangyu_01
307003	格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_put_fangyu_01
307004	合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_put_fangyu_01
307101	稀有战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_xiy_fangyu_02
307102	稀有生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_xiy_fangyu_02
307103	稀有格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_xiy_fangyu_02
307104	稀有合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_xiy_fangyu_02
307201	传说战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_chuans_fangyu_03
307202	传说生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_chuans_fangyu_03
307203	传说格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_chuans_fangyu_03
307204	传说合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_chuans_fangyu_03
308001	战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_put_fangyu_01
308002	生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_put_fangyu_01
308003	格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_put_fangyu_01
308004	合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_put_fangyu_01
308101	稀有战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_xiy_fangyu_02
308102	稀有生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_xiy_fangyu_02
308103	稀有格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_xiy_fangyu_02
308104	稀有合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_xiy_fangyu_02
308201	传说战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_chuans_fangyu_03
308202	传说生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_chuans_fangyu_03
308203	传说格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_chuans_fangyu_03
308204	传说合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_chuans_fangyu_03
309001	战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_put_fangyu_01
309002	生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_put_fangyu_01
309003	格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_put_fangyu_01
309004	合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_put_fangyu_01
309101	稀有战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_xiy_fangyu_02
309102	稀有生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_xiy_fangyu_02
309103	稀有格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_xiy_fangyu_02
309104	稀有合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_xiy_fangyu_02
309201	传说战斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_sanj_chuans_fangyu_03
309202	传说生存芯片(防御)	集齐套装可提升装备英雄的防御	X1_xinxing_chuans_fangyu_03
309203	传说格斗芯片(防御)	集齐套装可提升装备英雄的防御	X1_fangx_chuans_fangyu_03
309204	传说合作芯片(防御)	集齐套装可提升装备英雄的防御	X1_yaunx_chuans_fangyu_03
310001	战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_put_baoji_01
310002	生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_put_baoji_01
310003	格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_put_baoji_01
310004	合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_put_baoji_01
310101	稀有战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_xiy_baoji_02
310102	稀有生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_xiy_baoji_02
310103	稀有格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_xiy_baoji_02
310104	稀有合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_xiy_baoji_02
310201	传说战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_chuans_baoji_03
310202	传说生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_chuans_baoji_03
310203	传说格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_chuans_baoji_03
310204	传说合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_chuans_baoji_03
311001	战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_put_baoji_01
311002	生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_put_baoji_01
311003	格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_put_baoji_01
311004	合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_put_baoji_01
311101	稀有战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_xiy_baoji_02
311102	稀有生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_xiy_baoji_02
311103	稀有格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_xiy_baoji_02
311104	稀有合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_xiy_baoji_02
311201	传说战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_chuans_baoji_03
311202	传说生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_chuans_baoji_03
311203	传说格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_chuans_baoji_03
311204	传说合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_chuans_baoji_03
312001	战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_put_baoji_01
312002	生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_put_baoji_01
312003	格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_put_baoji_01
312004	合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_put_baoji_01
312101	稀有战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_xiy_baoji_02
312102	稀有生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_xiy_baoji_02
312103	稀有格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_xiy_baoji_02
312104	稀有合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_xiy_baoji_02
312201	传说战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_chuans_baoji_03
312202	传说生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_chuans_baoji_03
312203	传说格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_chuans_baoji_03
312204	传说合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_chuans_baoji_03
313001	战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_put_baoji_01
313002	生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_put_baoji_01
313003	格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_put_baoji_01
313004	合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_put_baoji_01
313101	稀有战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_xiy_baoji_02
313102	稀有生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_xiy_baoji_02
313103	稀有格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_xiy_baoji_02
313104	稀有合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_xiy_baoji_02
313201	传说战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_chuans_baoji_03
313202	传说生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_chuans_baoji_03
313203	传说格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_chuans_baoji_03
313204	传说合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_chuans_baoji_03
314001	战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_put_baoji_01
314002	生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_put_baoji_01
314003	格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_put_baoji_01
314004	合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_put_baoji_01
314101	稀有战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_xiy_baoji_02
314102	稀有生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_xiy_baoji_02
314103	稀有格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_xiy_baoji_02
314104	稀有合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_xiy_baoji_02
314201	传说战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_chuans_baoji_03
314202	传说生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_chuans_baoji_03
314203	传说格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_chuans_baoji_03
314204	传说合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_chuans_baoji_03
315001	战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_put_baoji_01
315002	生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_put_baoji_01
315003	格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_put_baoji_01
315004	合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_put_baoji_01
315101	稀有战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_xiy_baoji_02
315102	稀有生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_xiy_baoji_02
315103	稀有格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_xiy_baoji_02
315104	稀有合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_xiy_baoji_02
315201	传说战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_chuans_baoji_03
315202	传说生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_chuans_baoji_03
315203	传说格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_chuans_baoji_03
315204	传说合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_chuans_baoji_03
316001	战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_put_baoji_01
316002	生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_put_baoji_01
316003	格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_put_baoji_01
316004	合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_put_baoji_01
316101	稀有战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_xiy_baoji_02
316102	稀有生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_xiy_baoji_02
316103	稀有格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_xiy_baoji_02
316104	稀有合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_xiy_baoji_02
316201	传说战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_chuans_baoji_03
316202	传说生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_chuans_baoji_03
316203	传说格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_chuans_baoji_03
316204	传说合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_chuans_baoji_03
317001	战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_put_baoji_01
317002	生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_put_baoji_01
317003	格斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_fangx_put_baoji_01
317004	合作芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_yaunx_put_baoji_01
317101	稀有战斗芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_sanj_xiy_baoji_02
317102	稀有生存芯片(暴击)	集齐套装可提升装备英雄的暴击	X1_xinxing_xiy_baoji_02
