Id	Reward	Pool	Weight	OpenRules	Star
70019	65#1000	7000	600	null	0
70020	72001#5	7000	1300	null	0
70021	72001#10	7000	600	null	0
70022	39010#25	7000	600	2#70	0
70101	10059#1	7010	25	null	0
70102	10064#1	7010	25	null	0
70103	10072#1	7010	25	null	0
70104	10080#1	7010	25	null	0
70105	18102#1	7010	100	2#40	0
70106	6000085#1	7010	300	2#60	0
70107	72005#1	7010	200	null	0
70108	6000111#1	7010	200	null	0
70109	17012#2	7010	200	2#70	0
70110	17014#1	7010	200	null	0
70111	10442#1	7010	200	2#90	0
70112	72004#1	7010	600	null	0
70113	17011#2	7010	600	2#70	0
70114	10441#2	7010	600	2#90	0
70115	4#200	7010	1300	null	0
70116	4#500	7010	500	null	0
70117	6000110#300	7010	1300	null	0
70118	6000110#500	7010	500	null	0
70119	65#1000	7010	600	null	0
70120	72001#5	7010	1300	null	0
70121	72001#10	7010	600	null	0
70122	39010#25	7010	600	2#70	0
70201	10074#1	7020	25	null	0
70202	10073#1	7020	25	null	0
70203	10057#1	7020	25	null	0
70204	10059#1	7020	25	null	0
70205	18102#1	7020	100	2#40	0
70206	6000085#1	7020	300	2#60	0
70207	72005#1	7020	200	null	0
70208	6000111#1	7020	200	null	0
70209	17012#2	7020	200	2#70	0
70210	17014#1	7020	200	null	0
70211	10442#1	7020	200	2#90	0
70212	72004#1	7020	600	null	0
70213	17011#2	7020	600	2#70	0
70214	10441#2	7020	600	2#90	0
70215	4#200	7020	1300	null	0
70216	4#500	7020	500	null	0
70217	6000110#300	7020	1300	null	0
70218	6000110#500	7020	500	null	0
70219	65#1000	7020	600	null	0
70220	72001#5	7020	1300	null	0
70221	72001#10	7020	600	null	0
70222	39010#25	7020	600	2#70	0
70301	10064#1	7030	25	null	0
70302	10058#1	7030	25	null	0
70303	10072#1	7030	25	null	0
70304	10074#1	7030	25	null	0
70305	18102#1	7030	100	2#40	0
70306	6000085#1	7030	300	2#60	0
70307	72005#1	7030	200	null	0
70308	6000111#1	7030	200	null	0
70309	17012#2	7030	200	2#70	0
70310	17014#1	7030	200	null	0
70311	10442#1	7030	200	2#90	0
70312	72004#1	7030	600	null	0
70313	17011#2	7030	600	2#70	0
70314	10441#2	7030	600	2#90	0
70315	4#200	7030	1300	null	0
70316	4#500	7030	500	null	0
70317	6000110#300	7030	1300	null	0
70318	6000110#500	7030	500	null	0
70319	65#1000	7030	600	null	0
70320	72001#5	7030	1300	null	0
70321	72001#10	7030	600	null	0
70322	39010#25	7030	600	2#70	0
70401	10080#1	7040	25	null	0
70402	10073#1	7040	25	null	0
70403	10057#1	7040	25	null	0
70404	10058#1	7040	25	null	0
70405	18102#1	7040	100	2#40	0
70406	6000085#1	7040	300	2#60	0
70407	72005#1	7040	200	null	0
70408	6000111#1	7040	200	null	0
70409	17012#2	7040	200	2#70	0
70410	17014#1	7040	200	null	0
70411	10442#1	7040	200	2#90	0
70412	72004#1	7040	600	null	0
70413	17011#2	7040	600	2#70	0
70414	10441#2	7040	600	2#90	0
70415	4#200	7040	1300	null	0
70416	4#500	7040	500	null	0
70417	6000110#300	7040	1300	null	0
70418	6000110#500	7040	500	null	0
70419	65#1000	7040	600	null	0
70420	72001#5	7040	1300	null	0
70421	72001#10	7040	600	null	0
70422	39010#25	7040	600	2#70	0
