Id	Formation	Contents	Rewardgroup
50317	1	50329#0#0#0#0	92313
50318	1	50330#0#0#0#0	92310
50319	1	50331#50332#50333#0#0	92305
50320	1	50334#50335#50336#0#0	92309
50321	1	50337#50338#50339#0#0	92313
50322	1	50340#50341#50342#0#0	92313
50323	1	50343#0#0#0#0	92303#92318
50324	1	50344#0#0#0#0	92303#92318
50325	1	50345#0#0#0#0	92314
50326	1	50346#0#0#0#0	92314
50327	1	50347#0#0#0#0	92314
50328	1	50348#0#0#0#0	92314
50401	1	50401#50402#50403#0#0	92412
50402	1	50404#50405#50406#0#0	92412
50403	1	50407#50408#50409#0#0	92412
50404	1	50410#50411#50412#0#0	92413
50405	1	50413#50414#50415#0#0	92413
50410	1	50416#0#0#0#0	92403#92418#55081
50411	1	50417#0#0#0#0	92404#92419
50412	1	50418#0#0#0#0	92414
50413	1	50419#0#0#0#0	92415
50414	1	50420#50421#50422#0#0	92406
50415	1	50423#50424#50425#0#0	92407
50416	1	50426#50427#50428#0#0	92413
50417	1	50429#0#0#0#0	92413
50418	1	50430#0#0#0#0	92410
50419	1	50431#50432#50433#0#0	92405
50420	1	50434#50435#50436#0#0	92409
50421	1	50437#50438#50439#0#0	92413
50422	1	50440#50441#50442#0#0	92413
50423	1	50443#0#0#0#0	92403#92418
50424	1	50444#0#0#0#0	92403#92418
50425	1	50445#0#0#0#0	92414
50426	1	50446#0#0#0#0	92414
50427	1	50447#0#0#0#0	92414
50428	1	50448#0#0#0#0	92414
50501	1	50501#50502#50503#0#0	92512
50502	1	50504#50505#50506#0#0	92512
50503	1	50507#50508#50509#0#0	92512
50504	1	50510#50511#50512#0#0	92513
50505	1	50513#50514#50515#0#0	92513
50510	1	50516#0#0#0#0	92503#92518#55081
50511	1	50517#0#0#0#0	92504#92519
50512	1	50518#0#0#0#0	92514
50513	1	50519#0#0#0#0	92515
50514	1	50520#50521#50522#0#0	92506
50515	1	50523#50524#50525#0#0	92507
50516	1	50526#50527#50528#0#0	92513
50517	1	50529#0#0#0#0	92513
50518	1	50530#0#0#0#0	92510
50519	1	50531#50532#50533#0#0	92505
50520	1	50534#50535#50536#0#0	92509
50521	1	50537#50538#50539#0#0	92513
50522	1	50540#50541#50542#0#0	92513
50523	1	50543#0#0#0#0	92503#92518
50524	1	50544#0#0#0#0	92503#92518
50525	1	50545#0#0#0#0	92514
50526	1	50546#0#0#0#0	92514
50527	1	50547#0#0#0#0	92514
50528	1	50548#0#0#0#0	92514
50601	1	50601#50602#50603#0#0	92612
50602	1	50604#50605#50606#0#0	92612
50603	1	50607#50608#50609#0#0	92612
50604	1	50610#50611#50612#0#0	92613
50605	1	50613#50614#50615#0#0	92613
50610	1	50616#0#0#0#0	92603#92618#55081
50611	1	50617#0#0#0#0	92604#92619
50612	1	50618#0#0#0#0	92614
50613	1	50619#0#0#0#0	92615
50614	1	50620#50621#50622#0#0	92606
50615	1	50623#50624#50625#0#0	92607
50616	1	50626#50627#50628#0#0	92613
50617	1	50629#0#0#0#0	92613
50618	1	50630#0#0#0#0	92610
50619	1	50631#50632#50633#0#0	92605
50620	1	50634#50635#50636#0#0	92609
50621	1	50637#50638#50639#0#0	92613
50622	1	50640#50641#50642#0#0	92613
50623	1	50643#0#0#0#0	92603#92618
50624	1	50644#0#0#0#0	92603#92618
50625	1	50645#0#0#0#0	92614
50626	1	50646#0#0#0#0	92614
50627	1	50647#0#0#0#0	92614
50628	1	50648#0#0#0#0	92614
25001	1	25001#0#0#0#0	101
25002	1	25002#0#0#0#0	102
25003	1	25003#0#0#0#0	103
25004	1	25004#0#0#0#0	104
25005	1	25005#0#0#0#0	105
25006	1	25006#0#0#0#0	106
25007	1	25007#0#0#0#0	107
25008	1	25008#0#0#0#0	108
111111	1	1002#1003#0#0#0|1003#1004#0#0#0|1004#1002#0#0#0	10104#20104
601011	1	6010101#0#0#0#0	220101
601012	1	6010102#0#0#0#0	220101
601021	1	6010201#0#0#0#0	220102
601022	1	6010202#0#0#0#0	220102
601031	1	6010301#0#0#0#0	220103
601032	1	6010302#0#0#0#0	220103
602011	1	6020101#0#0#0#0	220201
602012	1	6020102#0#0#0#0	220201
602021	1	6020201#0#0#0#0	220202
602022	1	6020202#0#0#0#0	220202
602031	1	6020301#0#0#0#0	220203
602032	1	6020302#0#0#0#0	220203
603011	1	6030101#0#0#0#0	220301
603012	1	6030102#0#0#0#0	220301
603021	1	6030201#0#0#0#0	220302
603022	1	6030202#0#0#0#0	220302
603031	1	6030301#0#0#0#0	220303
603032	1	6030302#0#0#0#0	220303
604011	1	6040101#0#0#0#0	220401
604012	1	6040102#0#0#0#0	220401
604021	1	6040201#0#0#0#0	220402
604022	1	6040202#0#0#0#0	220402
604031	1	6040301#0#0#0#0	220403
604032	1	6040302#0#0#0#0	220403
605011	1	6050101#0#0#0#0	220501
605012	1	6050102#0#0#0#0	220501
605021	1	6050201#0#0#0#0	220502
605022	1	6050202#0#0#0#0	220502
605031	1	6050301#0#0#0#0	220503
605032	1	6050302#0#0#0#0	220503
606011	1	6060101#0#0#0#0	220601
606012	1	6060102#0#0#0#0	220601
606021	1	6060201#0#0#0#0	220602
606022	1	6060202#0#0#0#0	220602
606031	1	6060301#0#0#0#0	220603
606032	1	6060302#0#0#0#0	220603
607011	1	6070101#0#0#0#0	220701
607012	1	6070102#0#0#0#0	220701
607021	1	6070201#0#0#0#0	220702
607022	1	6070202#0#0#0#0	220702
607031	1	6070301#0#0#0#0	220703
607032	1	6070302#0#0#0#0	220703
608011	1	6080101#0#0#0#0	220801
608012	1	6080102#0#0#0#0	220801
608021	1	6080201#0#0#0#0	220802
608022	1	6080202#0#0#0#0	220802
608031	1	6080301#0#0#0#0	220803
608032	1	6080302#0#0#0#0	220803
810001	1	810001#820001#830001#840001#850001	null
810002	1	810002#820002#830002#840002#850002	null
810003	1	810003#820003#830003#840003#850003	null
810004	1	810004#820004#830004#840004#850004	null
810005	1	810005#820005#830005#840005#850005	null
810006	1	810006#820006#830006#840006#850006	null
810007	1	810007#820007#830007#840007#850007	null
810008	1	810008#820008#830008#840008#850008	null
810009	1	810009#820009#830009#840009#850009	null
810010	1	810010#820010#830010#840010#850010	null
810011	1	810011#820011#830011#840011#850011	null
810012	1	810012#820012#830012#840012#850012	null
810013	1	810013#820013#830013#840013#850013	null
810014	1	810014#820014#830014#840014#850014	null
810015	1	810015#820015#830015#840015#850015	null
810016	1	810016#820016#830016#840016#850016	null
810017	1	810017#820017#830017#840017#850017	null
810018	1	810018#820018#830018#840018#850018	null
810019	1	810019#820019#830019#840019#850019	null
810020	1	810020#820020#830020#840020#850020	null
810021	1	810021#820021#830021#840021#850021	null
810022	1	810022#820022#830022#840022#850022	null
810023	1	810023#820023#830023#840023#850023	null
810024	1	810024#820024#830024#840024#850024	null
810025	1	810025#820025#830025#840025#850025	null
810026	1	810026#820026#830026#840026#850026	null
810027	1	810027#820027#830027#840027#850027	null
810028	1	810028#820028#830028#840028#850028	null
810029	1	810029#820029#830029#840029#850029	null
810030	1	810030#820030#830030#840030#850030	null
810031	1	810031#820031#830031#840031#850031	null
810032	1	810032#820032#830032#840032#850032	null
810033	1	810033#820033#830033#840033#850033	null
810034	1	810034#820034#830034#840034#850034	null
810035	1	810035#820035#830035#840035#850035	null
810036	1	810036#820036#830036#840036#850036	null
810037	1	810037#820037#830037#840037#850037	null
810038	1	810038#820038#830038#840038#850038	null
810039	1	810039#820039#830039#840039#850039	null
810040	1	810040#820040#830040#840040#850040	null
810041	1	810041#820041#830041#840041#850041	null
810042	1	810042#820042#830042#840042#850042	null
810043	1	810043#820043#830043#840043#850043	null
810044	1	810044#820044#830044#840044#850044	null
810045	1	810045#820045#830045#840045#850045	null
810046	1	810046#820046#830046#840046#850046	null
810047	1	810047#820047#830047#840047#850047	null
810048	1	810048#820048#830048#840048#850048	null
810049	1	810049#820049#830049#840049#850049	null
810050	1	810050#820050#830050#840050#850050	null
810051	1	810051#820051#830051#840051#850051	null
810052	1	810052#820052#830052#840052#850052	null
810053	1	810053#820053#830053#840053#850053	null
810054	1	810054#820054#830054#840054#850054	null
810055	1	810055#820055#830055#840055#850055	null
810056	1	810056#820056#830056#840056#850056	null
810057	1	810057#820057#830057#840057#850057	null
810058	1	810058#820058#830058#840058#850058	null
810059	1	810059#820059#830059#840059#850059	null
810060	1	810060#820060#830060#840060#850060	null
810061	1	810061#820061#830061#840061#850061	null
810062	1	810062#820062#830062#840062#850062	null
810063	1	810063#820063#830063#840063#850063	null
810064	1	810064#820064#830064#840064#850064	null
810065	1	810065#820065#830065#840065#850065	null
810066	1	810066#820066#830066#840066#850066	null
810067	1	810067#820067#830067#840067#850067	null
810068	1	810068#820068#830068#840068#850068	null
810069	1	810069#820069#830069#840069#850069	null
810070	1	810070#820070#830070#840070#850070	null
810071	1	810071#820071#830071#840071#850071	null
810072	1	810072#820072#830072#840072#850072	null
810073	1	810073#820073#830073#840073#850073	null
810074	1	810074#820074#830074#840074#850074	null
810075	1	810075#820075#830075#840075#850075	null
810076	1	810076#820076#830076#840076#850076	null
810077	1	810077#820077#830077#840077#850077	null
810078	1	810078#820078#830078#840078#850078	null
810079	1	810079#820079#830079#840079#850079	null
810080	1	810080#820080#830080#840080#850080	null
810081	1	810081#820081#830081#840081#850081	null
810082	1	810082#820082#830082#840082#850082	null
810083	1	810083#820083#830083#840083#850083	null
810084	1	810084#820084#830084#840084#850084	null
810085	1	810085#820085#830085#840085#850085	null
810086	1	810086#820086#830086#840086#850086	null
810087	1	810087#820087#830087#840087#850087	null
810088	1	810088#820088#830088#840088#850088	null
810089	1	810089#820089#830089#840089#850089	null
810090	1	810090#820090#830090#840090#850090	null
810091	1	810091#820091#830091#840091#850091	null
810092	1	810092#820092#830092#840092#850092	null
810093	1	810093#820093#830093#840093#850093	null
810094	1	810094#820094#830094#840094#850094	null
810095	1	810095#820095#830095#840095#850095	null
810096	1	810096#820096#830096#840096#850096	null
810097	1	810097#820097#830097#840097#850097	null
810098	1	810098#820098#830098#840098#850098	null
810099	1	810099#820099#830099#840099#850099	null
810100	1	810100#820100#830100#840100#850100	null
810101	1	810101#820101#830101#840101#850101	null
810102	1	810102#820102#830102#840102#850102	null
810103	1	810103#820103#830103#840103#850103	null
810104	1	810104#820104#830104#840104#850104	null
810105	1	810105#820105#830105#840105#850105	null
810106	1	810106#820106#830106#840106#850106	null
810107	1	810107#820107#830107#840107#850107	null
810108	1	810108#820108#830108#840108#850108	null
810109	1	810109#820109#830109#840109#850109	null
810110	1	810110#820110#830110#840110#850110	null
810111	1	810111#820111#830111#840111#850111	null
810112	1	810112#820112#830112#840112#850112	null
810113	1	810113#820113#830113#840113#850113	null
810114	1	810114#820114#830114#840114#850114	null
810115	1	810115#820115#830115#840115#850115	null
810116	1	810116#820116#830116#840116#850116	null
810117	1	810117#820117#830117#840117#850117	null
810118	1	810118#820118#830118#840118#850118	null
810119	1	810119#820119#830119#840119#850119	null
810120	1	810120#820120#830120#840120#850120	null
810121	1	810121#820121#830121#840121#850121	null
810122	1	810122#820122#830122#840122#850122	null
810123	1	810123#820123#830123#840123#850123	null
810124	1	810124#820124#830124#840124#850124	null
810125	1	810125#820125#830125#840125#850125	null
810126	1	810126#820126#830126#840126#850126	null
810127	1	810127#820127#830127#840127#850127	null
810128	1	810128#820128#830128#840128#850128	null
810129	1	810129#820129#830129#840129#850129	null
810130	1	810130#820130#830130#840130#850130	null
810131	1	810131#820131#830131#840131#850131	null
810132	1	810132#820132#830132#840132#850132	null
810133	1	810133#820133#830133#840133#850133	null
810134	1	810134#820134#830134#840134#850134	null
810135	1	810135#820135#830135#840135#850135	null
810136	1	810136#820136#830136#840136#850136	null
810137	1	810137#820137#830137#840137#850137	null
810138	1	810138#820138#830138#840138#850138	null
810139	1	810139#820139#830139#840139#850139	null
810140	1	810140#820140#830140#840140#850140	null
810141	1	810141#820141#830141#840141#850141	null
810142	1	810142#820142#830142#840142#850142	null
810143	1	810143#820143#830143#840143#850143	null
810144	1	810144#820144#830144#840144#850144	null
810145	1	810145#820145#830145#840145#850145	null
810146	1	810146#820146#830146#840146#850146	null
810147	1	810147#820147#830147#840147#850147	null
810148	1	810148#820148#830148#840148#850148	null
810149	1	810149#820149#830149#840149#850149	null
810150	1	810150#820150#830150#840150#850150	null
810151	1	810151#820151#830151#840151#850151	null
810152	1	810152#820152#830152#840152#850152	null
810153	1	810153#820153#830153#840153#850153	null
810154	1	810154#820154#830154#840154#850154	null
810155	1	810155#820155#830155#840155#850155	null
810156	1	810156#820156#830156#840156#850156	null
810157	1	810157#820157#830157#840157#850157	null
810158	1	810158#820158#830158#840158#850158	null
810159	1	810159#820159#830159#840159#850159	null
810160	1	810160#820160#830160#840160#850160	null
810161	1	810161#820161#830161#840161#850161	null
810162	1	810162#820162#830162#840162#850162	null
810163	1	810163#820163#830163#840163#850163	null
810164	1	810164#820164#830164#840164#850164	null
810165	1	810165#820165#830165#840165#850165	null
810166	1	810166#820166#830166#840166#850166	null
810167	1	810167#820167#830167#840167#850167	null
810168	1	810168#820168#830168#840168#850168	null
810169	1	810169#820169#830169#840169#850169	null
810170	1	810170#820170#830170#840170#850170	null
810171	1	810171#820171#830171#840171#850171	null
810172	1	810172#820172#830172#840172#850172	null
810173	1	810173#820173#830173#840173#850173	null
810174	1	810174#820174#830174#840174#850174	null
810175	1	810175#820175#830175#840175#850175	null
810176	1	810176#820176#830176#840176#850176	null
810177	1	810177#820177#830177#840177#850177	null
810178	1	810178#820178#830178#840178#850178	null
810179	1	810179#820179#830179#840179#850179	null
810180	1	810180#820180#830180#840180#850180	null
810181	1	810181#820181#830181#840181#850181	null
810182	1	810182#820182#830182#840182#850182	null
810183	1	810183#820183#830183#840183#850183	null
810184	1	810184#820184#830184#840184#850184	null
810185	1	810185#820185#830185#840185#850185	null
810186	1	810186#820186#830186#840186#850186	null
810187	1	810187#820187#830187#840187#850187	null
810188	1	810188#820188#830188#840188#850188	null
810189	1	810189#820189#830189#840189#850189	null
810190	1	810190#820190#830190#840190#850190	null
810191	1	810191#820191#830191#840191#850191	null
810192	1	810192#820192#830192#840192#850192	null
810193	1	810193#820193#830193#840193#850193	null
810194	1	810194#820194#830194#840194#850194	null
810195	1	810195#820195#830195#840195#850195	null
810196	1	810196#820196#830196#840196#850196	null
810197	1	810197#820197#830197#840197#850197	null
810198	1	810198#820198#830198#840198#850198	null
810199	1	810199#820199#830199#840199#850199	null
810200	1	810200#820200#830200#840200#850200	null
810201	1	810201#820201#830201#840201#850201	null
810202	1	810202#820202#830202#840202#850202	null
810203	1	810203#820203#830203#840203#850203	null
810204	1	810204#820204#830204#840204#850204	null
810205	1	810205#820205#830205#840205#850205	null
810206	1	810206#820206#830206#840206#850206	null
810207	1	810207#820207#830207#840207#850207	null
810208	1	810208#820208#830208#840208#850208	null
810209	1	810209#820209#830209#840209#850209	null
810210	1	810210#820210#830210#840210#850210	null
810211	1	810211#820211#830211#840211#850211	null
810212	1	810212#820212#830212#840212#850212	null
810213	1	810213#820213#830213#840213#850213	null
810214	1	810214#820214#830214#840214#850214	null
810215	1	810215#820215#830215#840215#850215	null
810216	1	810216#820216#830216#840216#850216	null
810217	1	810217#820217#830217#840217#850217	null
810218	1	810218#820218#830218#840218#850218	null
810219	1	810219#820219#830219#840219#850219	null
810220	1	810220#820220#830220#840220#850220	null
810221	1	810221#820221#830221#840221#850221	null
810222	1	810222#820222#830222#840222#850222	null
810223	1	810223#820223#830223#840223#850223	null
810224	1	810224#820224#830224#840224#850224	null
810225	1	810225#820225#830225#840225#850225	null
810226	1	810226#820226#830226#840226#850226	null
810227	1	810227#820227#830227#840227#850227	null
810228	1	810228#820228#830228#840228#850228	null
810229	1	810229#820229#830229#840229#850229	null
810230	1	810230#820230#830230#840230#850230	null
810231	1	810231#820231#830231#840231#850231	null
810232	1	810232#820232#830232#840232#850232	null
810233	1	810233#820233#830233#840233#850233	null
810234	1	810234#820234#830234#840234#850234	null
810235	1	810235#820235#830235#840235#850235	null
810236	1	810236#820236#830236#840236#850236	null
810237	1	810237#820237#830237#840237#850237	null
810238	1	810238#820238#830238#840238#850238	null
810239	1	810239#820239#830239#840239#850239	null
810240	1	810240#820240#830240#840240#850240	null
810241	1	810241#820241#830241#840241#850241	null
810242	1	810242#820242#830242#840242#850242	null
810243	1	810243#820243#830243#840243#850243	null
810244	1	810244#820244#830244#840244#850244	null
810245	1	810245#820245#830245#840245#850245	null
810246	1	810246#820246#830246#840246#850246	null
810247	1	810247#820247#830247#840247#850247	null
810248	1	810248#820248#830248#840248#850248	null
810249	1	810249#820249#830249#840249#850249	null
810250	1	810250#820250#830250#840250#850250	null
810251	1	810251#820251#830251#840251#850251	null
810252	1	810252#820252#830252#840252#850252	null
810253	1	810253#820253#830253#840253#850253	null
810254	1	810254#820254#830254#840254#850254	null
810255	1	810255#820255#830255#840255#850255	null
810256	1	810256#820256#830256#840256#850256	null
810257	1	810257#820257#830257#840257#850257	null
810258	1	810258#820258#830258#840258#850258	null
810259	1	810259#820259#830259#840259#850259	null
810260	1	810260#820260#830260#840260#850260	null
810261	1	810261#820261#830261#840261#850261	null
810262	1	810262#820262#830262#840262#850262	null
810263	1	810263#820263#830263#840263#850263	null
810264	1	810264#820264#830264#840264#850264	null
810265	1	810265#820265#830265#840265#850265	null
810266	1	810266#820266#830266#840266#850266	null
810267	1	810267#820267#830267#840267#850267	null
810268	1	810268#820268#830268#840268#850268	null
810269	1	810269#820269#830269#840269#850269	null
810270	1	810270#820270#830270#840270#850270	null
810271	1	810271#820271#830271#840271#850271	null
810272	1	810272#820272#830272#840272#850272	null
810273	1	810273#820273#830273#840273#850273	null
810274	1	810274#820274#830274#840274#850274	null
810275	1	810275#820275#830275#840275#850275	null
810276	1	810276#820276#830276#840276#850276	null
810277	1	810277#820277#830277#840277#850277	null
810278	1	810278#820278#830278#840278#850278	null
810279	1	810279#820279#830279#840279#850279	null
810280	1	810280#820280#830280#840280#850280	null
810281	1	810281#820281#830281#840281#850281	null
810282	1	810282#820282#830282#840282#850282	null
810283	1	810283#820283#830283#840283#850283	null
810284	1	810284#820284#830284#840284#850284	null
810285	1	810285#820285#830285#840285#850285	null
810286	1	810286#820286#830286#840286#850286	null
810287	1	810287#820287#830287#840287#850287	null
810288	1	810288#820288#830288#840288#850288	null
810289	1	810289#820289#830289#840289#850289	null
810290	1	810290#820290#830290#840290#850290	null
810291	1	810291#820291#830291#840291#850291	null
810292	1	810292#820292#830292#840292#850292	null
810293	1	810293#820293#830293#840293#850293	null
810294	1	810294#820294#830294#840294#850294	null
810295	1	810295#820295#830295#840295#850295	null
810296	1	810296#820296#830296#840296#850296	null
810297	1	810297#820297#830297#840297#850297	null
810298	1	810298#820298#830298#840298#850298	null
810299	1	810299#820299#830299#840299#850299	null
810300	1	810300#820300#830300#840300#850300	null
810301	1	810301#820301#830301#840301#850301	null
810302	1	810302#820302#830302#840302#850302	null
810303	1	810303#820303#830303#840303#850303	null
810304	1	810304#820304#830304#840304#850304	null
810305	1	810305#820305#830305#840305#850305	null
810306	1	810306#820306#830306#840306#850306	null
810307	1	810307#820307#830307#840307#850307	null
810308	1	810308#820308#830308#840308#850308	null
810309	1	810309#820309#830309#840309#850309	null
810310	1	810310#820310#830310#840310#850310	null
810311	1	810311#820311#830311#840311#850311	null
810312	1	810312#820312#830312#840312#850312	null
810313	1	810313#820313#830313#840313#850313	null
810314	1	810314#820314#830314#840314#850314	null
810315	1	810315#820315#830315#840315#850315	null
810316	1	810316#820316#830316#840316#850316	null
810317	1	810317#820317#830317#840317#850317	null
810318	1	810318#820318#830318#840318#850318	null
810319	1	810319#820319#830319#840319#850319	null
810320	1	810320#820320#830320#840320#850320	null
810321	1	810321#820321#830321#840321#850321	null
810322	1	810322#820322#830322#840322#850322	null
810323	1	810323#820323#830323#840323#850323	null
810324	1	810324#820324#830324#840324#850324	null
810325	1	810325#820325#830325#840325#850325	null
810326	1	810326#820326#830326#840326#850326	null
810327	1	810327#820327#830327#840327#850327	null
810328	1	810328#820328#830328#840328#850328	null
810329	1	810329#820329#830329#840329#850329	null
810330	1	810330#820330#830330#840330#850330	null
810331	1	810331#820331#830331#840331#850331	null
810332	1	810332#820332#830332#840332#850332	null
810333	1	810333#820333#830333#840333#850333	null
810334	1	810334#820334#830334#840334#850334	null
810335	1	810335#820335#830335#840335#850335	null
810336	1	810336#820336#830336#840336#850336	null
810337	1	810337#820337#830337#840337#850337	null
810338	1	810338#820338#830338#840338#850338	null
810339	1	810339#820339#830339#840339#850339	null
810340	1	810340#820340#830340#840340#850340	null
810341	1	810341#820341#830341#840341#850341	null
810342	1	810342#820342#830342#840342#850342	null
810343	1	810343#820343#830343#840343#850343	null
810344	1	810344#820344#830344#840344#850344	null
810345	1	810345#820345#830345#840345#850345	null
